# Heiter et al. 2021, A&A 645 A106 (2021A&A...645A.106H) — VizieR J/A+A/645/A106, geslines.dat.
# SUBSET: Element == 'Fe', 4700 <= lambda <= 6900 A; 10 of 24 columns. Rows and values are AS PUBLISHED (RYA-161).
# Source: J_A+A_645_A106_geslines.dat.gz.fits.gz  md5 7dd3239948c2a71716d3158ae847bec3
Element	Ion	Isotope	lambda	loggf	e_loggf	r_loggf	gfflag	synflag	Elow
Fe	1	0	6211.0484	-4.109	0.000	K07	-	-	5.386
Fe	1	0	6211.2695	-4.486	0.000	K07	-	-	5.345
Fe	2	0	6211.2877	-4.788	0.000	K13	-	-	13.202
Fe	2	0	6211.3077	-5.000	0.000	K13	-	-	13.455
Fe	2	0	6211.3942	-2.406	0.000	K13	-	-	13.337
Fe	2	0	6211.4042	-7.368	0.000	K13	-	-	10.379
Fe	2	0	6211.5717	-8.863	0.000	K13	-	-	11.149
Fe	1	0	6211.6288	-5.592	0.000	K07	-	-	4.256
Fe	1	0	6211.6693	-3.381	0.000	K07	-	-	5.012
Fe	2	0	6211.7712	-2.828	0.000	K13	-	-	13.450
Fe	2	0	6211.7743	-5.957	0.000	K13	-	-	11.664
Fe	2	0	6211.9337	-7.434	0.000	K13	-	-	12.783
Fe	1	0	6211.9480	-8.980	0.000	K07	-	-	5.649
Fe	1	0	6211.9488	-6.177	0.000	K07	-	-	5.649
Fe	1	0	6212.0132	-4.892	0.000	K07	-	-	4.415
Fe	2	0	6212.0947	-8.828	0.000	K13	-	-	12.746
Fe	1	0	6212.0986	-2.913	0.000	K07	-	-	4.371
Fe	2	0	6212.0989	-7.518	0.000	K13	-	-	12.746
Fe	2	0	6212.5332	-2.706	0.000	RU	-	-	11.051
Fe	2	0	6212.6765	-7.215	0.000	K13	-	-	12.783
Fe	2	0	6212.6788	-8.876	0.000	K13	-	-	12.783
Fe	2	0	6212.7085	-4.762	0.000	K13	-	-	7.629
Fe	2	0	6212.7653	-5.706	0.000	K13	-	-	12.213
Fe	2	0	6212.7877	-6.821	0.000	K13	-	-	12.746
Fe	2	0	6212.7884	-7.308	0.000	K13	-	-	12.746
Fe	2	0	6212.8433	-5.773	0.000	K13	-	-	11.444
Fe	2	0	6212.8498	-4.049	0.000	RU	-	-	11.441
Fe	2	0	6212.8796	-2.655	0.000	K13	-	-	12.199
Fe	2	0	6212.9784	-3.527	0.000	RU	-	-	10.987
Fe	2	0	6213.0908	-3.543	0.000	RU	-	-	7.946
Fe	1	0	6213.4294	-2.481	0.155	BWL	Y	Y	2.223
Fe	1	0	6214.1829	-6.583	0.000	K07	-	-	1.608
Fe	2	0	6214.9480	-0.398	0.000	RU	-	-	11.112
Fe	1	0	6215.1434	-1.320	0.051	BWL	Y	-	4.186
Fe	1	0	6215.4285	-0.700	0.000	K07	-	-	4.991
Fe	1	0	6215.9700	-3.395	0.000	K07	-	-	5.100
Fe	1	0	6216.3557	-1.424	0.000	K07	-	-	4.733
Fe	1	0	6217.6834	-1.668	0.000	K07	-	-	5.033
Fe	2	0	6217.9460	-6.196	0.000	K13	-	-	2.856
Fe	1	0	6218.1142	-5.004	0.000	K07	-	-	5.386
Fe	1	0	6218.1188	-4.818	0.000	K07	-	-	4.371
Fe	2	0	6218.1192	-5.161	0.000	RU	-	-	11.653
Fe	2	0	6218.1308	-5.387	0.000	K13	-	-	10.906
Fe	2	0	6218.2530	-4.057	0.000	RU	-	-	11.051
Fe	1	0	6218.4503	-7.466	0.000	K07	-	-	5.446
Fe	2	0	6218.6948	-5.005	0.000	RU	-	-	8.744
Fe	1	0	6218.8723	-2.795	0.000	K07	-	-	5.341
Fe	1	0	6218.9416	-8.948	0.000	K07	-	-	5.446
Fe	3	0	6218.9760	-4.188	0.000	K10	-	-	25.696
Fe	1	0	6219.1408	-2.270	0.000	K07	-	-	5.010
Fe	1	0	6219.2805	-2.432	0.014	BKK+GESB82c+BWL	Y	Y	2.198
Fe	1	0	6219.3134	-5.082	0.000	K07	-	-	5.458
Fe	2	0	6219.3563	-4.803	0.000	RU	-	-	5.569
Fe	2	0	6219.3807	-2.949	0.000	K13	-	-	13.478
Fe	2	0	6219.4778	-3.363	0.000	RU	-	-	7.583
Fe	1	0	6219.5258	-4.100	0.000	K07	-	-	3.417
Fe	2	0	6219.5583	-5.508	0.000	RU	-	-	2.844
Fe	1	0	6219.5811	-4.691	0.000	K07	-	-	5.345
Fe	2	0	6219.6012	-2.961	0.000	K13	-	-	12.195
Fe	2	0	6219.6272	-6.911	0.000	K13	-	-	11.090
Fe	2	0	6219.6945	-5.967	0.000	K13	-	-	10.455
Fe	2	0	6219.7715	-7.124	0.000	K13	-	-	12.785
Fe	2	0	6219.8203	-7.081	0.000	K13	-	-	8.630
Fe	2	0	6219.8946	-3.804	0.000	RU	-	-	10.778
Fe	3	0	6219.9278	-4.023	0.000	K10	-	-	25.697
Fe	1	0	6220.0006	-4.768	0.000	K07	-	-	5.388
Fe	2	0	6220.4097	-8.547	0.000	K13	-	-	12.695
Fe	2	0	6220.5382	-5.562	0.000	K13	-	-	13.479
Fe	3	0	6220.5471	-4.460	0.000	K10	-	-	15.231
Fe	2	0	6220.5606	-5.545	0.000	RU	-	-	10.853
Fe	1	0	6220.7797	-2.058	0.000	K07	N	U	3.882
Fe	2	0	6220.8366	-5.629	0.000	RU	-	-	11.634
Fe	3	0	6221.0271	-4.624	0.000	K10	-	-	25.697
Fe	2	0	6221.0375	-2.473	0.000	K13	-	-	12.206
Fe	1	0	6221.1808	-7.477	0.000	K07	-	-	4.435
Fe	1	0	6221.2253	-4.836	0.000	K07	-	-	4.796
Fe	2	0	6221.2625	-2.944	0.000	K13	-	-	13.473
Fe	2	0	6221.3565	-2.412	0.000	K13	-	-	13.436
Fe	1	0	6221.3697	-2.571	0.000	K07	-	-	3.929
Fe	3	0	6221.3794	-6.779	0.000	K10	-	-	21.116
Fe	1	0	6221.5377	-7.844	0.000	K07	-	-	3.017
Fe	2	0	6221.5416	-8.938	0.000	K13	-	-	12.749
Fe	1	0	6221.6721	-6.613	0.000	K07	N	U	0.859
Fe	2	0	6221.7267	-9.784	0.000	K13	-	-	11.580
Fe	3	0	6221.8285	-1.105	0.000	K10	-	-	23.436
Fe	3	0	6221.9408	-6.228	0.000	K10	-	-	25.698
Fe	3	0	6221.9447	-9.339	0.000	K10	-	-	22.853
Fe	3	0	6222.1887	-5.301	0.000	K10	-	-	13.585
Fe	2	0	6222.2874	-8.570	0.000	K13	-	-	12.749
Fe	2	0	6222.2901	-8.704	0.000	K13	-	-	12.749
Fe	2	0	6222.2925	-8.548	0.000	K13	-	-	12.695
Fe	2	0	6222.2948	-7.640	0.000	K13	-	-	12.695
Fe	1	0	6222.3145	-3.795	0.000	K07	-	-	5.348
Fe	1	0	6222.5144	-4.534	0.000	K07	-	-	5.086
Fe	2	0	6222.5701	-2.214	0.000	RU	-	-	7.708
Fe	1	0	6222.5918	-9.928	0.000	K07	-	-	5.486
Fe	1	0	6222.5961	-9.926	0.000	K07	-	-	5.486
Fe	1	0	6222.6000	-8.101	0.000	K07	-	-	5.486
Fe	3	0	6222.7193	-5.179	0.000	K10	-	-	23.095
Fe	1	0	6222.7851	-8.269	0.000	K07	-	-	5.614
Fe	2	0	6222.9075	-8.233	0.000	K13	-	-	12.749
Fe	2	0	6222.9095	-8.797	0.000	K13	-	-	12.749
Fe	2	0	6222.9614	-4.103	0.000	RU	-	-	11.444
Fe	2	0	6222.9769	-4.508	0.000	K13	-	-	11.421
Fe	3	0	6223.0408	-7.285	0.000	K10	-	-	25.698
Fe	2	0	6223.0586	-4.914	0.000	K13	-	-	11.487
Fe	2	0	6223.0800	-3.576	0.000	RU	-	-	11.421
Fe	1	0	6223.0911	-8.983	0.000	K07	-	-	5.614
Fe	1	0	6223.0911	-8.926	0.000	K07	-	-	5.614
Fe	1	0	6223.0993	-4.538	0.000	K07	-	-	5.372
Fe	2	0	6223.1624	-9.069	0.000	K13	-	-	12.749
Fe	2	0	6223.1918	-3.242	0.000	K13	-	-	13.473
Fe	1	0	6223.2194	-3.524	0.000	K07	-	-	4.143
Fe	2	0	6223.2259	-4.729	0.000	K13	-	-	13.462
Fe	1	0	6223.3588	-4.804	0.000	K07	-	-	4.283
Fe	1	0	6224.0814	-2.709	0.000	K07	-	-	5.314
Fe	1	0	6224.2081	-4.189	0.000	K07	-	-	4.733
Fe	2	0	6224.6364	-0.579	0.000	RU	-	-	10.909
Fe	1	0	6225.0089	-2.098	0.000	K07	-	-	5.086
Fe	1	0	6225.1868	-3.813	0.000	K07	-	-	5.273
Fe	1	0	6226.0048	-3.258	0.000	K07	-	-	5.070
Fe	1	0	6226.1615	-3.306	0.000	K07	-	-	5.393
Fe	1	0	6226.2503	-4.625	0.000	K07	-	-	3.642
Fe	1	0	6226.7342	-2.120	0.120	MRW	U	Y	3.884
Fe	1	0	6227.9065	-3.896	0.000	K07	-	-	5.086
Fe	2	0	6228.0916	-3.926	0.000	K13	-	-	11.304
Fe	1	0	6228.1672	-8.561	0.000	K07	-	-	5.616
Fe	2	0	6228.2000	-3.618	0.000	RU	-	-	11.304
Fe	3	0	6228.2281	-7.041	0.000	K10	-	-	15.229
Fe	2	0	6228.3709	-0.651	0.000	K13	-	-	13.404
Fe	1	0	6228.4121	-4.195	0.000	K07	-	-	4.313
Fe	2	0	6228.5091	-2.068	0.000	K13	-	-	13.436
Fe	2	0	6228.5820	-4.859	0.000	K13	-	-	13.294
Fe	2	0	6228.7625	-5.066	0.000	RU	-	-	10.398
Fe	2	0	6228.9581	-3.804	0.000	K13	-	-	12.225
Fe	2	0	6228.9616	-5.786	0.000	K13	-	-	13.294
Fe	2	0	6229.0768	-6.059	0.000	K13	-	-	13.462
Fe	1	0	6229.2259	-2.805	0.097	BKK	Y	U	2.845
Fe	2	0	6229.2752	-10.594	0.000	K13	-	-	0.352
Fe	2	0	6229.3361	-5.724	0.000	RU	-	-	10.918
Fe	2	0	6229.3404	-5.041	0.000	RU	-	-	2.828
Fe	2	0	6229.3404	-7.421	0.000	K13	-	-	9.100
Fe	2	0	6229.3924	-1.999	0.000	K13	-	-	13.439
Fe	2	0	6229.4281	-4.157	0.000	K13	-	-	12.217
Fe	2	0	6229.4665	-4.917	0.000	RU	-	-	5.956
Fe	2	0	6229.4949	-5.359	0.000	RU	-	-	11.076
Fe	1	0	6229.5201	-8.318	0.000	K07	-	-	5.655
Fe	2	0	6229.5306	-4.993	0.000	K13	-	-	11.125
Fe	1	0	6229.7422	-3.588	0.000	K07	-	-	4.652
Fe	3	0	6230.0058	-4.083	0.000	K10	-	-	23.428
Fe	1	0	6230.0593	-6.413	0.000	K07	-	-	5.410
Fe	2	0	6230.0601	-5.251	0.000	K13	-	-	11.093
Fe	2	0	6230.2131	-3.609	0.000	K13	-	-	12.175
Fe	2	0	6230.3261	-3.968	0.000	K13	-	-	13.254
Fe	1	0	6230.4752	-5.491	0.000	K07	-	-	5.410
Fe	2	0	6230.5443	-2.628	0.000	K13	-	-	13.462
Fe	2	0	6230.6422	-7.707	0.000	K13	-	-	4.818
Fe	1	0	6230.7222	-1.281	0.010	GESB82d+BWL	Y	N	2.559
Fe	2	0	6230.9361	-5.077	0.000	K13	-	-	12.195
Fe	1	0	6231.2608	-9.935	0.000	K07	-	-	1.557
Fe	1	0	6231.2608	-8.286	0.000	K07	-	-	1.557
Fe	2	0	6231.2791	-1.394	0.000	K13	-	-	13.317
Fe	2	0	6231.2802	-6.398	0.000	K13	-	-	10.379
Fe	2	0	6231.2876	-5.534	0.000	K13	-	-	12.067
Fe	2	0	6231.3567	-3.338	0.000	K13	-	-	11.232
Fe	2	0	6231.4010	-3.705	0.000	K13	-	-	13.462
Fe	2	0	6231.4014	-7.922	0.000	K13	-	-	4.818
Fe	2	0	6231.6022	-5.015	0.000	K13	-	-	13.461
Fe	2	0	6231.8889	-5.583	0.000	K13	-	-	11.000
Fe	2	0	6232.0198	-4.578	0.000	RU	-	-	5.569
Fe	1	0	6232.1581	-5.319	0.000	K07	-	-	5.357
Fe	3	0	6232.2351	-3.684	0.000	K10	-	-	25.698
Fe	2	0	6232.3135	-5.722	0.000	RU	-	-	6.729
Fe	2	0	6232.3742	-3.872	0.000	K13	-	-	12.195
Fe	2	0	6232.4429	-8.235	0.000	K13	-	-	11.947
Fe	2	0	6232.4845	-5.058	0.000	K13	-	-	11.050
Fe	1	0	6232.6403	-1.235	0.017	BK+GESHRL14	Y	U	3.654
Fe	1	0	6232.6597	-5.243	0.000	K07	-	-	5.012
Fe	2	0	6232.6663	-8.606	0.000	K13	-	-	3.967
Fe	2	0	6232.6663	-7.802	0.000	K13	-	-	3.967
Fe	1	0	6232.7091	-4.589	0.000	K07	-	-	4.186
Fe	1	0	6232.7149	-4.139	0.000	K07	-	-	3.397
Fe	2	0	6232.7911	-3.423	0.000	RU	-	-	11.481
Fe	2	0	6232.9959	-4.657	0.000	K13	-	-	13.294
Fe	2	0	6233.0048	-3.563	0.000	K13	-	-	12.195
Fe	1	0	6233.0441	-2.739	0.000	K07	-	-	5.393
Fe	2	0	6233.0608	-2.785	0.000	K13	-	-	13.467
Fe	1	0	6233.0787	-5.161	0.000	K07	-	-	3.111
Fe	2	0	6233.0876	-3.788	0.000	K13	-	-	11.232
Fe	1	0	6233.1354	-4.405	0.000	K07	-	-	4.593
Fe	2	0	6233.2026	-4.055	0.000	RU	-	-	8.145
Fe	2	0	6233.5404	-2.832	0.000	RU	-	-	5.484
Fe	1	0	6233.6364	-1.048	0.000	K07	-	-	5.086
Fe	1	0	6233.8964	-4.558	0.000	K07	-	-	4.371
Fe	1	0	6234.9108	-5.644	0.000	K07	-	-	3.695
Fe	1	0	6235.2794	-3.700	0.000	K07	-	-	5.393
Fe	1	0	6237.4876	-3.639	0.000	K07	-	-	5.305
Fe	2	0	6237.6483	-4.015	0.000	RU	-	-	5.571
Fe	2	0	6237.7947	-1.919	0.000	RU	-	-	10.329
Fe	2	0	6238.0924	-4.435	0.000	K13	-	-	13.469
Fe	1	0	6238.1590	-9.804	0.000	K07	-	-	5.476
Fe	1	0	6238.1590	-8.668	0.000	K07	-	-	5.476
Fe	1	0	6238.2999	-8.116	0.000	K07	-	-	4.313
Fe	2	0	6238.3859	-2.600	0.000	2009A&A...497..611M	Y	N	3.889
Fe	2	0	6238.4801	-3.816	0.000	K13	-	-	11.237
Fe	2	0	6238.5323	-4.903	0.000	K13	-	-	10.858
Fe	1	0	6238.6421	-4.130	0.000	K07	-	-	5.345
Fe	1	0	6238.6518	-3.023	0.000	K07	-	-	4.652
Fe	2	0	6238.6783	-2.382	0.000	K13	-	-	13.439
Fe	1	0	6238.7659	-4.719	0.000	K07	-	-	5.393
Fe	1	0	6238.8095	-7.057	0.000	K07	-	-	5.491
Fe	3	0	6239.1584	-7.071	0.000	K10	-	-	20.634
Fe	3	0	6239.2129	-4.303	0.000	K10	-	-	15.229
Fe	1	0	6239.2215	-4.158	0.000	K07	-	-	5.393
Fe	2	0	6239.3574	-4.758	0.000	RU	-	-	2.807
Fe	2	0	6239.5415	-1.481	0.000	K13	-	-	13.317
Fe	2	0	6239.5595	-7.665	0.000	K13	-	-	12.792
Fe	2	0	6239.6852	-1.056	0.000	K13	-	-	13.257
Fe	2	0	6239.9427	-3.573	0.000	RU	U	N	3.889
Fe	1	0	6239.9645	-5.194	0.000	K07	-	-	5.519
Fe	2	0	6240.1137	-2.026	0.000	RU	-	-	8.923
Fe	2	0	6240.1374	-7.006	0.000	K13	-	-	11.653
Fe	1	0	6240.1561	-8.011	0.000	K07	-	-	5.386
Fe	1	0	6240.1600	-6.629	0.000	K07	-	-	5.393
Fe	3	0	6240.1826	-7.655	0.000	K10	-	-	22.860
Fe	1	0	6240.3100	-2.083	0.000	K07	-	-	4.143
Fe	2	0	6240.3299	-2.369	0.000	K13	-	-	13.436
Fe	2	0	6240.4467	-3.374	0.000	RU	-	-	8.948
Fe	1	0	6240.5137	-9.576	0.000	K07	-	-	5.621
Fe	1	0	6240.5581	-7.459	0.000	K07	-	-	3.047
Fe	2	0	6240.5889	-1.081	0.000	RU	-	-	11.017
Fe	2	0	6240.5912	-4.167	0.000	K13	-	-	11.487
Fe	2	0	6240.6010	-2.502	0.000	K13	-	-	13.436
Fe	2	0	6240.6442	-7.072	0.000	K13	-	-	12.792
Fe	1	0	6240.6462	-3.230	0.031	BKK+BWL	Y	Y	2.223
Fe	2	0	6240.8943	-3.488	0.000	K13	-	-	11.673
Fe	2	0	6240.9403	-6.967	0.000	K13	-	-	13.487
Fe	1	0	6240.9820	-8.855	0.000	K07	-	-	5.538
Fe	2	0	6241.1195	-4.850	0.000	K13	-	-	13.177
Fe	1	0	6241.2469	-8.430	0.000	K07	-	-	5.538
Fe	1	0	6241.3140	-8.104	0.000	K07	-	-	5.345
Fe	2	0	6241.3568	-0.916	0.000	RU	-	-	11.289
Fe	3	0	6241.3981	-4.417	0.000	K10	-	-	22.668
Fe	2	0	6241.6331	-5.201	0.000	K13	-	-	11.493
Fe	1	0	6241.6358	-4.954	0.000	K07	-	-	5.067
Fe	1	0	6241.6483	-8.360	0.000	K07	-	-	5.538
Fe	1	0	6241.6483	-8.207	0.000	K07	-	-	5.538
Fe	2	0	6241.9905	-3.484	0.000	K13	-	-	11.238
Fe	2	0	6242.0076	-1.711	0.000	RU	-	-	11.255
Fe	2	0	6242.0645	-7.993	0.000	K13	-	-	12.132
Fe	1	0	6242.1160	-8.187	0.000	K07	-	-	5.538
Fe	2	0	6242.1160	-4.399	0.000	K13	-	-	11.090
Fe	3	0	6242.1347	-5.513	0.000	K10	-	-	15.238
Fe	1	0	6242.2196	-4.642	0.000	K07	-	-	5.388
Fe	2	0	6242.2684	-5.309	0.000	K13	-	-	13.294
Fe	2	0	6242.3619	-3.031	0.000	K13	-	-	11.427
Fe	2	0	6242.4243	-1.788	0.000	RU	-	-	11.017
Fe	2	0	6242.4348	-5.152	0.000	RU	-	-	7.790
Fe	2	0	6242.4390	-3.231	0.000	RU	-	-	11.427
Fe	2	0	6242.5326	-2.618	0.000	K13	-	-	11.487
Fe	2	0	6242.5662	-2.588	0.000	K13	-	-	13.439
Fe	2	0	6242.6071	-4.524	0.000	K13	-	-	12.193
Fe	2	0	6242.7989	-4.851	0.000	RU	-	-	11.493
Fe	2	0	6242.8071	-3.806	0.000	K13	-	-	13.439
Fe	3	0	6242.8246	-4.373	0.000	K10	-	-	23.095
Fe	3	0	6242.9727	-7.667	0.000	K10	-	-	13.131
Fe	2	0	6243.0507	-4.977	0.000	RU	-	-	7.708
Fe	2	0	6243.0765	-4.172	0.000	RU	-	-	9.761
Fe	1	0	6243.2749	-6.692	0.000	K07	-	-	5.478
Fe	1	0	6245.7455	-4.548	0.000	K07	-	-	4.301
Fe	1	0	6246.3180	-0.771	0.009	BKK+BWL+GESHRL14	Y	Y	3.603
Fe	1	0	6247.0904	-3.677	0.000	K07	-	-	4.607
Fe	1	0	6247.1033	-4.169	0.000	K07	-	-	4.435
Fe	2	0	6247.3535	-2.172	0.000	RU	-	-	6.209
Fe	2	0	6247.3602	-1.382	0.000	RU	-	-	10.909
Fe	1	0	6247.3656	-1.883	0.000	K07	-	-	5.064
Fe	2	0	6247.5569	-2.435	0.000	RU	U	U	3.892
Fe	2	0	6247.5757	-4.827	0.000	RU	-	-	5.956
Fe	1	0	6248.0153	-5.196	0.000	K07	-	-	5.064
Fe	2	0	6248.0446	-9.244	0.000	K13	-	-	3.425
Fe	1	0	6248.0919	-3.583	0.000	K07	-	-	4.985
Fe	2	0	6248.2102	-1.955	0.000	RU	-	-	10.937
Fe	2	0	6248.2145	-4.718	0.000	K13	-	-	11.232
Fe	1	0	6248.2981	-4.676	0.000	K07	-	-	5.067
Fe	2	0	6248.3547	-4.929	0.000	RU	-	-	10.730
Fe	2	0	6248.4516	-2.073	0.000	K13	-	-	13.470
Fe	2	0	6248.4816	-1.798	0.000	K13	-	-	13.320
Fe	2	0	6248.5672	-2.811	0.000	RU	-	-	11.270
Fe	2	0	6248.5824	-2.241	0.000	RU	-	-	11.051
Fe	3	0	6248.7285	-3.520	0.000	K10	-	-	25.699
Fe	2	0	6248.9066	-2.784	0.000	RU	-	-	5.511
Fe	2	0	6248.9671	-4.262	0.000	K13	-	-	12.195
Fe	1	0	6249.0292	-2.132	0.000	K07	-	-	5.341
Fe	1	0	6249.1132	-4.427	0.000	K07	-	-	4.608
Fe	2	0	6249.1417	-3.230	0.000	K13	-	-	13.439
Fe	3	0	6249.2988	-8.220	0.000	K10	-	-	20.634
Fe	2	0	6249.3132	-2.070	0.000	K13	-	-	13.439
Fe	2	0	6249.5898	-1.376	0.000	K13	-	-	12.221
Fe	1	0	6249.6367	-6.230	0.000	K07	-	-	3.368
Fe	2	0	6249.6492	-2.836	0.000	K13	-	-	13.469
Fe	3	0	6249.7051	-2.701	0.000	K10	-	-	22.671
Fe	2	0	6249.7316	-5.807	0.000	RU	-	-	10.731
Fe	2	0	6249.7570	-7.115	0.000	K13	-	-	10.392
Fe	1	0	6249.7848	-5.285	0.000	K07	-	-	5.348
Fe	1	0	6249.8273	-7.824	0.000	K07	-	-	5.106
Fe	2	0	6250.0743	-2.000	0.000	RU	-	-	11.291
Fe	2	0	6250.1958	-5.846	0.000	K13	-	-	10.861
Fe	2	0	6250.2798	-5.715	0.000	RU	-	-	11.487
Fe	1	0	6250.3713	-3.366	0.000	K07	-	-	5.478
Fe	1	0	6250.4131	-3.286	0.000	K07	-	-	5.320
Fe	2	0	6250.4451	-3.064	0.000	RU	-	-	11.051
Fe	2	0	6250.5377	-5.188	0.000	K13	-	-	13.439
Fe	2	0	6250.7468	-3.412	0.000	K13	-	-	11.238
Fe	3	0	6250.7484	-6.507	0.000	K10	-	-	21.116
Fe	2	0	6250.8098	-5.234	0.000	K13	-	-	13.439
Fe	2	0	6250.9552	-2.643	0.000	K13	-	-	13.350
Fe	3	0	6251.0181	-4.586	0.000	K10	-	-	15.240
Fe	3	0	6251.0298	-1.326	0.000	K10	-	-	23.517
Fe	2	0	6251.1264	-4.962	0.000	K13	-	-	13.469
Fe	1	0	6251.2108	-4.242	0.000	K07	-	-	4.415
Fe	2	0	6251.2135	-4.034	0.000	RU	-	-	11.664
Fe	1	0	6251.2421	-2.919	0.000	K07	-	-	4.608
Fe	1	0	6251.5618	-6.981	0.000	K07	-	-	4.294
Fe	3	0	6251.6631	-5.940	0.000	K10	-	-	20.634
Fe	2	0	6251.8969	-3.226	0.000	K13	-	-	13.473
Fe	1	0	6251.9278	-9.438	0.000	K07	-	-	4.294
Fe	3	0	6251.9328	-3.990	0.000	K10	-	-	22.668
Fe	3	0	6251.9328	-1.588	0.000	K10	-	-	23.435
Fe	3	0	6251.9446	-5.993	0.000	K10	-	-	13.134
Fe	1	0	6252.3825	-7.012	0.000	K07	-	-	4.320
Fe	2	0	6252.3911	-9.219	0.000	K13	-	-	11.591
Fe	2	0	6252.4943	-3.663	0.000	K13	-	-	13.490
Fe	1	0	6252.5549	-1.699	0.014	GESB82c+BWL	Y	Y	2.404
Fe	2	0	6252.6246	-3.044	0.000	K13	-	-	11.093
Fe	2	0	6252.6828	-5.342	0.000	K13	-	-	11.239
Fe	2	0	6252.7008	-8.042	0.000	K13	-	-	9.130
Fe	1	0	6252.7790	-8.652	0.000	K07	-	-	5.648
Fe	2	0	6252.8940	-4.004	0.000	RU	-	-	8.948
Fe	1	0	6252.9237	-5.363	0.000	K07	-	-	4.473
Fe	3	0	6253.0786	-1.850	0.000	K10	-	-	23.428
Fe	3	0	6253.1255	-8.850	0.000	K10	-	-	20.634
Fe	1	0	6253.1877	-4.933	0.000	K07	-	-	5.273
Fe	1	0	6253.2585	-2.793	0.000	K07	-	-	5.067
Fe	1	0	6253.2800	-4.693	0.000	K07	-	-	4.283
Fe	1	0	6253.6235	-3.754	0.000	K07	-	-	5.086
Fe	1	0	6253.8285	-1.299	0.000	K07	N	U	4.733
Fe	1	0	6254.2577	-2.439	0.036	BKK+BWL	Y	N	2.279
Fe	1	0	6254.7628	-6.979	0.000	K07	-	-	0.958
Fe	2	0	6255.3350	-5.934	0.000	K13	-	-	2.856
Fe	1	0	6255.3726	-4.408	0.000	K07	-	-	3.634
Fe	1	0	6256.2307	-3.366	0.000	K07	-	-	5.273
Fe	1	0	6256.3611	-2.408	0.102	BWL	Y	-	2.453
Fe	1	0	6256.8595	-4.255	0.000	K07	-	-	4.584
Fe	1	0	6257.6079	-3.055	0.000	K07	-	-	5.393
Fe	1	0	6257.6820	-4.368	0.000	K07	-	-	5.372
Fe	1	0	6257.7744	-4.226	0.000	K07	-	-	4.580
Fe	2	0	6258.0945	-4.238	0.000	RU	-	-	11.481
Fe	2	0	6258.1010	-4.911	0.000	RU	-	-	9.761
Fe	2	0	6258.1148	-2.597	0.000	K13	-	-	13.481
Fe	2	0	6258.1963	-2.941	0.000	RU	-	-	11.017
Fe	2	0	6258.2092	-4.843	0.000	K13	-	-	9.761
Fe	2	0	6258.3127	-1.110	0.000	K13	-	-	12.167
Fe	2	0	6258.4200	-3.528	0.000	RU	-	-	9.700
Fe	1	0	6258.4408	-6.464	0.000	K07	-	-	5.106
Fe	1	0	6258.4988	-7.505	0.000	K07	-	-	5.106
Fe	2	0	6258.5693	-2.600	0.000	K13	-	-	9.700
Fe	1	0	6258.6073	-8.556	0.000	K07	-	-	5.330
Fe	2	0	6258.6849	-9.759	0.000	K13	-	-	5.289
Fe	2	0	6258.9325	-5.278	0.000	K13	-	-	9.905
Fe	2	0	6259.0070	-3.771	0.000	RU	-	-	9.905
Fe	2	0	6259.0270	-4.455	0.000	K13	-	-	13.448
Fe	2	0	6259.3209	-4.223	0.000	K13	-	-	12.167
Fe	1	0	6259.4404	-8.204	0.000	K07	-	-	5.314
Fe	1	0	6259.5062	-2.914	0.000	K07	-	-	4.387
Fe	1	0	6259.5278	-5.956	0.000	K07	-	-	4.371
Fe	2	0	6259.6940	-4.184	0.000	K13	-	-	12.213
Fe	2	0	6259.7144	-0.207	0.000	K13	-	-	13.609
Fe	1	0	6259.8327	-3.758	0.000	K07	-	-	4.473
Fe	2	0	6260.1146	-3.526	0.000	RU	-	-	11.090
Fe	3	0	6260.2679	-2.552	0.000	K10	-	-	22.671
Fe	2	0	6260.5023	-5.687	0.000	K13	-	-	12.193
Fe	2	0	6260.8026	-8.726	0.000	K13	-	-	11.591
Fe	2	0	6260.8356	-0.911	0.000	RU	-	-	11.270
Fe	2	0	6261.1065	-1.540	0.000	K13	-	-	11.309
Fe	1	0	6261.1132	-5.564	0.000	K07	-	-	3.430
Fe	2	0	6261.1206	-8.793	0.000	K13	-	-	1.965
Fe	2	0	6261.1634	-3.938	0.000	K13	-	-	11.427
Fe	2	0	6261.2237	-3.402	0.000	K13	-	-	11.493
Fe	2	0	6261.2480	-3.796	0.000	RU	-	-	11.427
Fe	2	0	6261.4261	-3.853	0.000	RU	-	-	11.487
Fe	1	0	6261.5336	-1.004	0.000	K07	-	-	5.064
Fe	2	0	6261.6634	-5.150	0.000	K13	-	-	12.213
Fe	2	0	6261.7187	-0.710	0.000	RU	-	-	11.270
Fe	1	0	6261.9438	-3.053	0.000	K07	-	-	5.314
Fe	2	0	6262.0599	-4.146	0.000	K13	-	-	13.218
Fe	2	0	6262.1199	-4.563	0.000	K13	-	-	10.918
Fe	2	0	6262.1501	-3.793	0.000	RU	-	-	11.460
Fe	1	0	6262.3482	-4.671	0.000	K07	-	-	5.446
Fe	1	0	6262.3588	-5.102	0.000	K07	-	-	5.393
Fe	2	0	6262.4224	-3.957	0.000	K13	-	-	11.237
Fe	2	0	6262.6028	-5.555	0.000	RU	-	-	9.694
Fe	3	0	6262.6405	-4.553	0.000	K10	-	-	22.666
