element,ion,wave_air_A,log_gf,ep_eV,predicted_depth,instruments,measured_in_pool,gf_canonical,log_gf_intake,gf_source_intake
C,I,16415.82,-1.241,9.3303,0.055,,False,True,-1.241,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,16419.33,-0.713,9.3305,0.12,,False,True,-0.713,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,16468.64,-1.156,9.3305,0.062,,False,True,-1.156,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,16855.08,-0.807,9.6838,0.065,,False,True,-0.807,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,16888.25,-0.636,9.6852,0.083,,False,True,-0.636,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,16888.56,-0.973,9.6852,0.05,,False,True,-0.973,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,16890.38,0.57,9.0026,0.343,,False,True,0.57,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,16954.12,-0.963,9.6852,0.05,,False,True,-0.963,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17045.18,-0.2039999999999999,9.6891,0.141,,False,True,-0.204,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17234.47,0.293,9.6975,0.211,,False,True,0.293,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17274.94,0.4419999999999999,9.6954,0.232,,False,True,0.442,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17321.61,-0.855,9.6891,0.058,,False,True,-0.855,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17323.47,0.249,9.6975,0.203,,False,True,0.249,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17324.16,-0.325,9.6975,0.119,,False,True,-0.325,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17337.38,-0.785,9.7018,0.061,,False,True,-0.785,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17338.56,0.905,9.7018,0.291,,False,True,0.905,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17408.35,-0.653,9.7072,0.075,,False,True,-0.653,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17427.44,-0.139,9.7018,0.144,,False,True,-0.139,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17448.6,0.012,9.0026,0.26,,False,True,0.012,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17450.99,-0.678,9.7089,0.071,,False,True,-0.678,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17455.99,0.28,9.6954,0.206,,False,True,0.28,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17475.64,-0.636,9.6954,0.077,,False,True,-0.636,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17475.97,-0.819,9.6954,0.058,,False,True,-0.819,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17505.72,0.4239999999999999,9.6975,0.225,,False,True,0.424,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17521.33,-0.371,9.7089,0.109,,False,True,-0.371,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17526.34,-0.623,9.6975,0.079,,False,True,-0.623,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17545.23,-0.765,9.7102,0.061,,False,True,-0.765,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17551.02,-0.619,9.713,0.077,,False,True,-0.619,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17554.47,-0.0309999999999999,9.7102,0.157,,False,True,-0.031,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17592.25,-1.09,9.0026,0.094,,False,True,-1.09,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17605.2,-0.03,9.7089,0.157,,False,True,-0.03,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17611.9,-0.706,9.7018,0.068,,False,True,-0.706,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17622.17,-0.332,9.713,0.113,,False,True,-0.332,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17637.47,0.338,9.7102,0.209,,False,True,0.338,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17638.18,-0.756,9.7102,0.062,,False,True,-0.756,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17672.04,-1.974,7.9458,0.096,,False,True,-1.974,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17768.91,0.42,9.7072,0.219,,False,True,0.42,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17789.7,-2.246,7.9463,0.06,,False,True,-2.246,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17793.3,-0.045,9.7089,0.152,,False,True,-0.045,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17813.7,-0.444,9.7089,0.097,,False,True,-0.444,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17814.0,0.313,9.7089,0.203,,False,True,0.313,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17826.4,0.512,9.7102,0.23,,False,True,0.512,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17827.0,-0.752,9.7102,0.061,,False,True,-0.752,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17918.4,-0.608,9.3305,0.116,,False,True,-0.608,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,17959.3,-1.604,8.6404,0.065,,False,True,-1.604,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,18021.9,-0.848,9.3303,0.085,,False,True,-0.848,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,18034.8,-1.257,8.643,0.108,,False,True,-1.257,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,18062.4,-0.499,10.0222,0.059,,False,True,-0.499,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,18221.1,0.644,9.7364,0.238,,False,True,0.644,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,18320.7,0.288,9.7364,0.188,,False,True,0.288,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,18524.6,-0.34,9.7364,0.099,,False,True,-0.34,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,18525.2,-0.687,9.7364,0.06,,False,True,-0.687,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,18547.7,-0.689,9.7364,0.06,,False,True,-0.689,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,18844.5,0.0459999999999999,9.7614,0.144,,False,True,0.046,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,18926.6,0.138,9.7614,0.155,,False,True,0.138,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,21023.1612,-0.398,9.1718,0.129,,False,True,-0.398,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,21155.8251,-0.4169999999999999,9.8333,0.06,,False,True,-0.417,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,21191.3155,0.06,9.8343,0.11,,False,True,0.06,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,21191.8153,-0.187,9.8343,0.083,,False,True,-0.187,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,21211.51,-0.0669999999999999,9.8348,0.096,,False,True,-0.067,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,21259.8968,0.493,9.8333,0.162,,False,True,0.493,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,21295.1872,-0.167,9.8343,0.085,,False,True,-0.167,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,21691.6792,-0.431,9.8333,0.055,,False,True,-0.431,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
C,I,22906.5484,-0.2169999999999999,9.1718,0.134,,False,True,-0.217,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1252.301,-2.06,1.6924,0.108,,False,False,-2.06,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1253.2534,-1.905,1.6999,0.137,,False,False,-1.905,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1257.9726,-1.93,1.6924,0.137,,False,False,-1.93,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1258.9337,-1.775,1.6999,0.181,,False,False,-1.775,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1265.1972,-1.805,1.6924,0.169,,False,False,-1.805,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1266.1695,-1.65,1.6999,0.218,,False,False,-1.65,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1274.6079,-1.676,1.6924,0.211,,False,False,-1.676,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1275.5947,-1.521,1.6999,0.269,,False,False,-1.521,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1287.2032,-1.537,1.6924,0.261,,False,False,-1.537,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1288.2096,-1.382,1.6999,0.322,,False,False,-1.382,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1304.6386,-1.385,1.6924,0.314,,False,False,-1.385,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1305.6724,-1.23,1.6999,0.381,,False,False,-1.23,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1329.8382,-1.215,1.6924,0.381,,False,False,-1.215,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1330.9123,-1.06,1.6999,0.449,,False,False,-1.06,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1368.422,-1.021,1.6924,0.449,,False,False,-1.021,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1369.5595,-0.866,1.6999,0.513,,False,False,-0.866,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1432.5028,-0.793,1.6924,0.535,,False,False,-0.793,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1433.7493,-0.639,1.6999,0.591,,False,False,-0.639,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1560.6923,-1.794,3.151,0.057,,False,False,-1.794,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,1598.4215,-1.517,0.0,0.561,,False,False,-1.517,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1600.5014,-1.821,3.1233,0.066,,False,False,-1.821,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1606.2083,-1.567,3.151,0.103,,False,False,-1.567,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1643.7979,-3.152,1.6924,0.149,,False,False,-3.152,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1644.4428,-2.895,1.6999,0.232,,False,False,-2.895,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,1673.8604,-1.544,3.1233,0.113,,False,False,-1.544,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,1694.603,-3.906,0.0,0.268,,False,False,-3.906,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,1768.8899,-4.122,0.0,0.399,,False,False,-4.122,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,1777.6514,-4.565,0.0,0.152,,False,False,-4.565,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,1926.4853,-4.364,0.0,0.231,,False,False,-4.364,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,1933.8806,-4.6,0.0,0.146,,False,False,-4.6,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2121.3046,-2.864,1.8793,0.19,,False,False,-2.864,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2121.7774,-3.353,1.8793,0.075,,False,False,-3.353,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2123.6555,-2.989,1.8858,0.147,,False,False,-2.989,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2123.9866,-2.524,1.8793,0.383,,False,False,-2.524,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2125.5024,-2.888,1.8858,0.183,,False,False,-2.888,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2126.1399,-3.078,1.8858,0.124,,False,False,-3.078,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2126.3434,-2.661,1.8858,0.295,,False,False,-2.661,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2128.1815,-2.812,1.8858,0.214,,False,False,-2.812,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2128.4434,-2.875,1.8989,0.183,,False,False,-2.875,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2128.9421,-2.986,1.8989,0.145,,False,False,-2.986,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2129.4192,-3.382,1.8858,0.068,,False,False,-3.382,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2130.8245,-3.257,1.8793,0.083,,False,False,-3.257,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2131.1435,-3.458,1.8989,0.058,,False,False,-3.458,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2149.9259,-3.327,1.8793,0.066,,False,False,-3.327,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2152.12,-2.969,1.8858,0.143,,False,False,-2.969,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2152.336,-3.439,1.8858,0.051,,False,False,-3.439,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2155.1203,-2.653,1.8858,0.298,,False,False,-2.653,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2157.1266,-3.188,1.8793,0.097,,False,False,-3.188,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2157.2309,-2.775,1.8989,0.226,,False,False,-2.775,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2159.5692,-3.027,1.8858,0.131,,False,False,-3.027,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2160.0513,-3.315,1.8989,0.071,,False,False,-3.315,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2176.9217,-3.221,1.8858,0.086,,False,False,-3.221,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2209.2287,-2.445,1.8989,0.423,,False,False,-2.445,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,II,2316.915,-5.993,1.6999,0.079,,False,False,-5.993,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2351.1862,-5.186,0.0,0.057,,False,False,-5.186,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2381.5151,-2.734,2.5213,0.07,,False,False,-2.734,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2382.3041,-2.417,2.523,0.139,,False,False,-2.417,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2383.7021,-2.878,2.523,0.051,,False,False,-2.878,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2387.365,-2.886,2.523,0.05,,False,False,-2.886,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2417.713,-3.408,1.8858,0.053,,False,False,-3.408,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2423.9203,-3.213,1.8989,0.091,,False,False,-3.213,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2455.5297,-1.694,2.709,0.38,,False,False,-1.694,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2480.3335,-2.49,2.709,0.085,,False,False,-2.49,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2511.6413,-2.466,2.709,0.083,,False,False,-2.466,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2533.642,-2.578,2.709,0.079,,False,False,-2.578,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2541.481,-4.522,0.0,0.301,,False,False,-4.522,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2572.5758,-2.373,2.709,0.126,,False,False,-2.373,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2585.7714,-2.552,2.523,0.124,,False,False,-2.552,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2586.3276,-1.937,2.9325,0.204,,False,False,-1.937,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2594.5104,-2.502,2.9325,0.059,,False,False,-2.502,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2600.0022,-2.458,2.523,0.105,,False,False,-2.458,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2617.5412,-4.491,0.0,0.324,,False,False,-4.491,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2628.7961,-2.505,2.709,0.095,,False,False,-2.505,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2676.7695,-1.827,2.709,0.368,,False,False,-1.827,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2734.8132,-4.63,0.0,0.254,,False,False,-4.63,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2745.3996,-2.811,1.8793,0.245,,False,False,-2.811,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2749.3382,-2.304,1.8858,0.572,,False,False,-2.304,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2758.8149,-2.24,2.523,0.237,,False,False,-2.24,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2761.8233,-2.526,2.5213,0.138,,False,False,-2.526,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2762.0851,-2.504,1.8793,0.433,,False,False,-2.504,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2762.8843,-2.068,2.523,0.329,,False,False,-2.068,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2766.0717,-2.571,1.8858,0.386,,False,False,-2.571,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2772.842,-2.572,1.8989,0.377,,False,False,-2.572,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2781.463,-2.055,2.9325,0.163,,False,False,-2.055,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2783.2485,-2.625,2.5213,0.109,,False,False,-2.625,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2800.3503,-2.441,2.9325,0.068,,False,False,-2.441,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2865.9094,-1.34,2.9325,0.54,,False,False,-1.34,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2874.0113,-2.346,2.709,0.14,,False,False,-2.346,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,2931.5762,-2.484,2.709,0.102,,False,False,-2.484,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3014.5087,-3.312,1.8793,0.092,kpno_solar_atlas|delbouille_liege_intensity,False,True,-3.312,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3019.2579,-2.835,1.8858,0.238,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.835,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3028.944,-2.614,1.8989,0.339,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.614,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3034.3756,-3.275,1.8793,0.098,kpno_solar_atlas|delbouille_liege_intensity,False,True,-3.275,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3034.6973,-2.319,1.8989,0.531,kpno_solar_atlas|delbouille_liege_intensity,False,False,-2.319,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3039.1876,-2.798,1.8858,0.254,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.798,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3041.0778,-3.954,1.8793,0.518,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.357,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3045.8956,-2.482,1.8858,0.43,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.482,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3049.0022,-2.577,1.8989,0.361,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.577,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3055.5996,-2.506,1.8989,0.406,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.506,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3062.0565,-3.173,1.8793,0.12,kpno_solar_atlas|delbouille_liege_intensity,False,True,-3.173,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3066.3745,-2.939,1.8858,0.19,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.939,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3066.9568,-2.696,1.8858,0.301,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.696,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3067.0869,-2.641,1.8793,0.332,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.641,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3071.5662,-2.423,1.8858,0.469,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.423,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3072.0033,-2.766,1.8858,0.266,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.766,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3076.3657,-3.381,1.8989,0.075,kpno_solar_atlas|delbouille_liege_intensity,False,True,-3.381,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Ca,I,3076.9519,-2.475,1.8989,0.425,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.475,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
