element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,blend_flag,priority,notes
V,I,3798.6504,1.7112,-1.04,VALD3,,7.9,-6.06,-7.73,0.168,True,3,
Cr,I,3798.6964,4.2075,-1.707,VALD3,,8.09,-5.17,-7.56,0.023,True,3,
Mn,I,3798.8495,4.2679,-1.838,VALD3,,7.98,-6.14,-7.77,0.031,False,3,
Fe,I,3799.208,3.9433,-2.627,VALD3,,8.1,-4.56,-7.3,0.36,True,1,
Cr,I,3799.2138,2.8719,-1.482,VALD3,,7.99,-5.65,-7.72,0.501,True,3,
Mn,I,3799.2541,2.1427,-1.755,VALD3,,7.75,-6.14,-7.676,0.791,True,3,
V,I,3799.2591,2.6838,-0.57,VALD3,,8.55,-5.43,-7.6,0.048,True,3,
Cr,I,3799.2713,3.5558,-1.439,VALD3,,8.08,-6.0,-7.76,0.176,True,3,
Ni,I,3799.3469,3.7057,-2.322,VALD3,,8.01,-3.65,-7.27,0.143,True,2,
Fe,I,3799.5471,0.9582,-0.846,VALD3,,8.16,-6.11,-7.688,0.979,False,1,
Cr,I,3799.6728,3.5561,-2.037,VALD3,,8.08,-6.0,-7.76,0.052,True,3,
Cr,I,3799.6756,2.9151,-3.055,VALD3,,8.34,-6.04,-7.75,0.025,True,3,
V,I,3799.701,1.9452,-0.765,VALD3,,8.15,-4.98,-7.54,0.173,True,3,
Ti,II,3799.7872,0.6072,-2.94,VALD3,,8.15,-6.39,-7.85,0.743,True,3,
Co,I,3799.8054,1.7403,-2.81,VALD3,,8.59,-5.98,-7.73,0.213,True,3,
Cr,I,3799.9075,3.8923,-1.639,VALD3,,8.39,-5.97,-7.72,0.056,True,3,
V,I,3799.9082,0.267,-0.84,VALD3,,7.67,-6.1,-7.746,0.871,True,3,
Fe,I,3799.9834,4.1544,-4.092,VALD3,,8.58,-5.4,-7.42,0.013,True,1,
V,I,3799.9913,1.9553,-1.739,VALD3,,8.31,-5.56,-7.69,0.022,True,3,
Fe,I,3800.3111,4.1777,-3.963,VALD3,,8.25,-3.62,-7.24,0.016,False,1,
Mn,I,3800.5459,3.8437,-0.33,VALD3,,8.09,-5.54,-7.15,0.654,True,3,
Co,I,3800.5903,3.6224,-1.817,VALD3,,8.24,-4.96,-7.51,0.025,True,3,
Cr,I,3800.6092,0.9414,-4.233,VALD3,,6.38,-6.0,-7.81,0.204,True,3,
Cr,I,3800.6661,4.1055,-1.388,VALD3,,8.5,-6.15,-7.61,0.059,True,3,
Ni,I,3800.8478,3.6785,-1.667,VALD3,,7.61,-4.23,-7.15,0.416,True,2,
Y,II,3800.8641,3.5621,-0.13,VALD3,,8.77,-5.59,-7.63,0.015,True,3,
Ni,I,3800.9274,3.8983,-2.416,VALD3,,8.36,-4.89,-7.53,0.078,True,2,
Ti,I,3801.0812,1.8792,-1.079,VALD3,,8.03,-5.59,-7.7,0.547,True,3,
Ti,I,3801.1612,2.408,-0.378,VALD3,,7.99,-5.38,-7.47,0.596,True,3,
V,I,3801.1646,0.017,-3.331,VALD3,,8.14,-5.98,-7.75,0.074,True,3,
Ni,I,3801.1676,3.7057,-2.49,VALD3,,8.01,-3.77,-7.27,0.102,True,2,
Cr,II,3801.1988,6.2845,-1.295,VALD3,,8.42,-6.48,-7.848,0.011,True,3,
Co,I,3801.2342,2.8745,-1.407,VALD3,,7.43,-6.1,-7.81,0.284,True,3,
Fe,I,3801.3611,3.6946,-1.933,VALD3,,8.04,-6.13,-7.78,0.721,False,1,
Ti,I,3801.5547,2.4875,-0.776,VALD3,,7.81,-5.71,-7.7,0.348,False,3,
Fe,I,3801.6792,2.8316,-1.022,VALD3,,7.55,-6.11,-7.739,0.942,False,1,
Fe,I,3801.8086,2.845,-1.485,VALD3,,7.58,-6.17,-7.8,0.913,True,1,
Fe,I,3801.8596,4.1909,-3.82,VALD3,,8.36,-3.55,-7.11,0.021,True,1,
Mn,I,3801.8914,3.1325,-0.78,VALD3,,7.13,-6.26,-7.613,0.747,True,3,
Ti,I,3801.9098,2.3447,-1.216,VALD3,,7.79,-4.72,-7.42,0.219,True,3,
Fe,I,3801.9621,4.1034,-2.811,VALD3,,8.39,-4.59,-7.26,0.206,True,1,
Fe,I,3801.9834,3.332,-1.01,VALD3,,8.07,-4.35,-7.224,0.9,True,1,
Fe,I,3802.008,2.998,-2.512,VALD3,,8.21,-5.45,-7.55,0.771,True,1,
Fe,I,3802.2778,3.3009,-1.214,VALD3,,8.27,-6.06,-7.686,0.886,False,1,
Ca,I,3802.632,4.4506,-1.633,VALD3,,7.72,-2.06,-6.44,0.051,False,2,
V,I,3802.8758,1.3505,-1.61,VALD3,,7.58,-5.81,-7.78,0.119,True,3,
Fe,I,3802.9683,3.9286,-2.387,VALD3,,8.12,-5.33,-7.33,0.481,True,1,
Mn,I,3803.0681,4.3318,-1.81,VALD3,,8.03,-6.16,-7.77,0.029,True,3,
Fe,I,3803.2428,2.2786,-2.689,VALD3,,8.0,-5.85,-7.8,0.874,True,1,
Ca,I,3803.2575,4.443,-2.093,VALD3,,7.77,-2.13,-6.44,0.019,True,2,
Fe,I,3803.2719,4.1909,-1.872,VALD3,,8.42,-3.79,-7.18,0.573,True,1,
Ti,I,3803.4169,2.2556,-1.071,VALD3,,7.41,-4.98,-7.43,0.328,True,3,
V,I,3803.4774,0.2866,-0.68,VALD3,,7.66,-6.1,-7.744,0.887,True,3,
Fe,I,3803.526,4.1909,-4.072,VALD3,,8.38,-3.86,-7.12,0.012,True,1,
V,I,3803.7795,1.3505,-0.6,VALD3,,7.93,-6.16,-7.622,0.58,False,3,
V,I,3803.8961,0.0401,-2.04,VALD3,,8.14,-5.97,-7.618,0.617,True,3,
Ca,I,3803.9581,4.43,-2.332,VALD3,,7.71,-2.35,-6.52,0.012,True,2,
Fe,I,3804.0089,3.332,-1.04,VALD3,,8.07,-4.69,-7.225,0.897,True,1,
Mn,I,3804.0162,3.1325,-2.22,VALD3,,7.12,-6.26,-7.614,0.179,True,3,
Cr,I,3804.5271,3.5558,-1.711,VALD3,,7.98,-6.11,-7.75,0.103,True,3,
V,I,3804.5873,1.9307,-0.397,VALD3,,8.23,-5.16,-7.57,0.337,True,3,
Fe,I,3804.6083,3.274,-2.621,VALD3,,8.07,-5.56,-7.69,0.675,True,1,
Mn,I,3804.6477,4.1938,-1.44,VALD3,,8.03,-5.81,-7.72,0.087,True,3,
Mn,I,3804.7399,3.135,-1.626,VALD3,,7.13,-6.26,-7.83,0.448,True,3,
Fe,I,3804.7877,3.0176,-2.363,VALD3,,7.61,-6.17,-7.8,0.791,True,1,
Cr,I,3804.7984,3.0106,0.13,VALD3,,8.32,-5.56,-7.512,0.85,True,3,
Ca,I,3804.8498,4.441,-2.245,VALD3,,7.7,-2.48,-6.51,0.014,True,2,
Fe,I,3804.8623,4.1426,-2.741,VALD3,,7.39,-3.76,-7.26,0.217,True,1,
V,I,3804.9117,1.8926,-1.123,VALD3,,8.16,-5.88,-7.69,0.094,True,3,
Fe,I,3804.9128,4.1909,-2.128,VALD3,,8.38,-3.65,-7.11,0.467,True,1,
Cr,I,3804.9298,3.5561,-2.097,VALD3,,7.98,-6.11,-7.75,0.045,True,3,
Fe,I,3805.0563,4.1544,-4.134,VALD3,,8.37,-3.78,-7.12,0.011,True,1,
Ti,I,3805.0988,2.0922,-0.914,VALD3,,8.01,-5.2,-7.46,0.508,True,3,
Ti,I,3805.1941,2.3331,-1.232,VALD3,,8.61,-5.0,-7.61,0.216,True,3,
Fe,I,3805.3415,3.417,-1.56,VALD3,,8.04,-4.37,-7.52,0.832,True,1,
Fe,I,3805.342,3.3014,0.312,VALD3,,8.04,-6.08,-7.683,0.962,True,1,
Ca,I,3805.3822,4.4506,-2.278,VALD3,,7.7,-1.25,-6.44,0.012,True,2,
Ti,I,3805.4638,2.103,-0.928,VALD3,,8.01,-5.19,-7.46,0.494,True,3,
Ti,I,3805.4647,0.048,-5.155,VALD3,,7.94,-6.05,-7.76,0.011,True,3,
Fe,II,3805.5158,1.9645,-6.036,VALD3,,8.54,-6.58,-7.9,0.028,True,1,
V,I,3805.6011,2.2533,-1.735,VALD3,,7.9,-4.93,-7.45,0.01,True,3,
Fe,I,3805.7496,2.9488,-4.55,VALD3,,7.22,-4.78,-7.49,0.076,True,1,
Co,I,3805.7748,2.28,-1.753,VALD3,,7.36,-6.21,-7.81,0.435,True,3,
Fe,I,3805.788,4.2089,-1.618,VALD3,,8.04,-5.17,-7.31,0.65,True,1,
Fe,I,3805.8925,4.1426,-2.257,VALD3,,7.27,-4.16,-7.32,0.433,False,1,
Ti,I,3806.0398,2.3447,-0.912,VALD3,,8.61,-5.4,-7.61,0.357,True,3,
Fe,I,3806.0477,4.1426,-1.651,VALD3,,7.44,-4.3,-7.29,0.663,True,1,
Fe,I,3806.2165,3.4149,-0.82,VALD3,,8.22,-5.63,-7.77,0.905,True,1,
Ti,I,3806.3072,2.3341,-1.396,VALD3,,8.61,-5.0,-7.61,0.158,True,3,
Ti,I,3806.4413,2.0851,-1.05,VALD3,,8.01,-5.2,-7.46,0.438,True,3,
V,I,3806.4602,1.9422,-1.19,VALD3,,8.12,-5.17,-7.57,0.073,True,3,
Cr,I,3806.5588,0.9829,-3.289,VALD3,,6.03,-6.19,-7.79,0.664,True,3,
V,II,3806.5792,2.5562,-2.399,VALD3,,8.56,-6.53,-7.86,0.015,True,3,
Ti,I,3806.5852,2.0169,-1.524,VALD3,,7.63,-5.48,-7.56,0.24,True,3,
Fe,I,3806.6952,3.2671,0.017,VALD3,,8.02,-5.23,-7.687,0.956,True,1,
Ti,I,3806.7,1.9969,-1.412,VALD3,,7.64,-5.51,-7.56,0.301,True,3,
Mn,I,3806.7143,2.1142,0.19,VALD3,,7.76,-6.14,-7.68,0.958,True,3,
Fe,I,3806.7601,2.5881,-4.899,VALD3,,8.16,-5.95,-7.75,0.083,True,1,
V,I,3806.796,1.3763,-0.4,VALD3,,8.0,-6.03,-7.619,0.659,True,3,
Cr,I,3806.8181,3.4488,-0.844,VALD3,,7.8,-6.19,-7.78,0.498,True,3,
Mn,I,3806.8679,3.135,-0.816,VALD3,,7.12,-6.26,-7.83,0.739,True,3,
Fe,I,3806.935,4.1426,-2.881,VALD3,,7.15,-4.35,-7.23,0.168,True,1,
Mn,I,3806.9701,4.4349,-1.497,VALD3,,8.68,-4.78,-7.55,0.044,True,3,
Fe,I,3807.1018,4.1426,-2.345,VALD3,,7.28,-4.06,-7.24,0.391,True,1,
Ni,I,3807.1439,3.8983,-2.816,VALD3,,8.38,-4.56,-7.5,0.033,True,2,
Ni,I,3807.144,0.4228,-1.397,VALD3,,7.44,-6.19,-7.83,0.977,True,2,
Ni,I,3807.144,0.4228,-1.811,VALD3,,7.44,-6.19,-7.83,0.974,True,2,
Ni,I,3807.144,0.4228,-3.173,VALD3,,7.44,-6.19,-7.83,0.94,True,2,
Ni,I,3807.144,0.4228,-2.669,VALD3,,7.44,-6.19,-7.83,0.96,True,2,
Ni,I,3807.144,0.4228,-3.263,VALD3,,7.44,-6.19,-7.83,0.934,True,2,
Fe,I,3807.1588,3.4302,-2.345,VALD3,,8.06,-4.04,-7.52,0.699,True,1,
Fe,I,3807.1736,4.1426,-1.293,VALD3,,7.29,-4.61,-7.28,0.74,True,1,
Ti,I,3807.1994,2.4269,-0.483,VALD3,,7.98,-5.35,-7.47,0.535,True,3,
Mn,I,3807.2012,3.1353,-1.561,VALD3,,7.12,-6.26,-7.83,0.48,True,3,
V,I,3807.5041,0.2619,-1.01,VALD3,,7.67,-6.1,-7.748,0.848,True,3,
Fe,I,3807.5367,2.2227,-0.992,VALD3,,8.0,-5.96,-7.815,0.967,True,1,
Ni,I,3807.5606,3.6353,-2.691,VALD3,,8.29,-4.99,-7.53,0.078,True,2,
Ti,I,3807.7538,2.1171,-1.105,VALD3,,8.01,-5.19,-7.46,0.39,False,3,
Cr,I,3807.9222,3.0133,-0.977,VALD3,,8.32,-5.56,-7.67,0.647,True,3,
Ni,I,3807.9605,3.941,-1.642,VALD3,,8.1,-4.04,-7.34,0.297,True,2,
V,I,3808.0873,2.286,-1.368,VALD3,,8.01,-5.43,-7.5,0.022,True,3,
Co,I,3808.1016,0.4318,-2.58,VALD3,,7.1,-6.22,-7.757,0.869,True,3,
Fe,I,3808.281,3.0173,-1.937,VALD3,,7.78,-6.14,-7.646,0.848,False,1,
Mn,I,3808.5,3.1344,-2.0,VALD3,,7.11,-6.26,-7.614,0.264,True,3,
V,I,3808.5188,0.0,-0.9,VALD3,,8.02,-5.96,-7.627,0.903,True,3,
Fe,I,3808.7168,3.0176,-3.129,VALD3,,7.78,-6.14,-7.8,0.602,True,1,
Cr,I,3808.7178,3.847,-0.614,VALD3,,8.26,-5.74,-7.71,0.396,True,3,
Fe,I,3808.7283,2.5592,-1.159,VALD3,,7.8,-5.86,-7.715,0.951,True,1,
Fe,I,3808.7381,4.1864,-1.954,VALD3,,8.0,-3.41,-7.26,0.543,True,1,
Ti,I,3808.8754,2.2363,-1.702,VALD3,,7.45,-4.91,-7.43,0.106,False,3,
Fe,I,3809.0398,2.8581,-1.99,VALD3,,7.49,-6.14,-7.737,0.866,True,1,
V,I,3809.0841,2.2563,-1.377,VALD3,,7.91,-4.93,-7.45,0.023,True,3,
Mn,I,3809.1388,3.135,-1.898,VALD3,,7.11,-6.26,-7.83,0.311,True,3,
Mn,I,3809.4725,3.1353,-0.934,VALD3,,7.11,-6.26,-7.83,0.713,True,3,
Cr,I,3809.4834,4.186,-0.583,VALD3,,8.23,-5.96,-7.73,0.242,True,3,
Fe,I,3809.5638,2.998,-1.553,VALD3,,8.23,-5.17,-7.55,0.891,True,1,
Mn,I,3809.5907,2.1427,-0.603,VALD3,,7.76,-6.14,-7.676,0.921,True,3,
V,I,3809.6008,0.2753,-1.18,VALD3,,7.67,-6.1,-7.746,0.814,True,3,
Ti,I,3810.0193,1.9807,-1.503,VALD3,,7.8,-4.61,-7.56,0.267,False,3,
Ti,I,3810.1615,2.3341,-1.497,VALD3,,7.8,-4.64,-7.42,0.13,False,3,
V,I,3810.3835,1.8926,-0.951,VALD3,,8.3,-6.15,-7.69,0.134,False,3,
Mn,I,3810.6802,3.1344,-1.16,VALD3,,7.1,-6.26,-7.614,0.651,True,3,
Cr,II,3810.7203,5.0108,-2.408,VALD3,,8.31,-6.5,-7.868,0.013,True,3,
Ti,I,3810.7314,2.2492,-1.644,VALD3,,7.77,-5.08,-7.43,0.116,True,3,
Fe,I,3810.7555,3.3009,-0.897,VALD3,,8.19,-5.71,-7.686,0.91,True,1,
Co,I,3810.8174,3.6224,-1.608,VALD3,,8.28,-5.3,-7.5,0.038,True,3,
Fe,I,3810.905,2.6085,-3.029,VALD3,,8.02,-6.02,-7.77,0.763,True,1,
Fe,I,3811.0343,2.7275,-2.307,VALD3,,7.05,-6.18,-7.82,0.849,True,1,
Co,I,3811.0532,0.0,-5.75,VALD3,,5.07,-6.26,-7.82,0.026,True,3,
Fe,I,3811.0558,2.5881,-4.306,VALD3,,7.51,-5.99,-7.82,0.263,True,1,
Co,I,3811.0667,0.9227,-2.58,VALD3,,8.22,-6.09,-7.658,0.748,True,3,
Fe,I,3811.1547,4.2089,-3.557,VALD3,,7.79,-3.43,-7.1,0.035,True,1,
Co,I,3811.1644,3.6224,-2.152,VALD3,,8.1,-5.57,-7.42,0.012,True,3,
Ni,I,3811.2832,0.2124,-4.561,VALD3,,5.08,-6.3,-7.83,0.812,True,2,
V,I,3811.2973,2.2692,-0.883,VALD3,,8.12,-4.95,-7.45,0.065,True,3,
Ti,I,3811.3994,1.8732,-1.107,VALD3,,7.88,-5.72,-7.72,0.535,True,3,
Fe,I,3811.429,3.9841,-3.498,VALD3,,8.07,-5.43,-7.3,0.067,True,1,
V,I,3811.4556,2.5749,-1.281,VALD3,,7.91,-5.9,-7.73,0.013,True,3,
Cr,I,3811.5546,3.8446,-2.236,VALD3,,8.31,-5.01,-7.54,0.017,True,3,
Ti,I,3811.6168,2.2492,-1.203,VALD3,,7.4,-4.94,-7.43,0.268,True,3,
Mn,I,3811.6539,3.1353,-2.3,VALD3,,7.1,-6.26,-7.614,0.152,True,3,
Sc,I,3811.7318,1.8506,-0.999,VALD3,,7.9,-5.84,-7.59,0.026,True,3,
Fe,I,3811.804,3.3683,-1.539,VALD3,,8.04,-4.69,-7.51,0.841,True,1,
Fe,I,3811.8906,2.7586,-1.415,VALD3,,7.01,-6.16,-7.809,0.925,True,1,
Cr,I,3811.9412,3.079,-2.468,VALD3,,7.79,-6.16,-7.77,0.061,True,3,
Ca,I,3812.212,4.43,-1.996,VALD3,,7.73,-2.35,-6.53,0.024,True,2,
Cr,I,3812.2338,3.1216,-3.047,VALD3,,6.56,-6.18,-7.79,0.016,True,3,
Cr,I,3812.2571,3.4348,-1.004,VALD3,,8.09,-6.12,-7.76,0.426,True,3,
Cr,I,3812.3545,3.8887,-1.619,VALD3,,8.22,-5.79,-7.73,0.058,True,3,
Co,I,3812.456,1.7853,-1.751,VALD3,,7.16,-6.26,-7.81,0.689,False,3,
Ti,I,3812.817,2.2363,-1.681,VALD3,,7.78,-5.05,-7.43,0.111,True,3,
Ni,I,3812.8804,3.7057,-2.875,VALD3,,8.0,-4.19,-7.27,0.045,True,2,
Ni,I,3812.9291,3.941,-1.612,VALD3,,8.13,-4.61,-7.43,0.31,True,2,
Fe,I,3812.9642,0.9582,-1.047,VALD3,,6.88,-6.13,-7.66,0.978,True,1,
Fe,I,3812.9776,4.1544,-2.241,VALD3,,8.39,-3.75,-7.12,0.432,True,1,
Mn,I,3813.0376,4.7944,-1.371,VALD3,,8.31,-5.77,-7.77,0.026,True,3,
Fe,I,3813.0577,2.5881,-1.074,VALD3,,7.62,-6.07,-7.81,0.952,True,1,
Fe,I,3813.0631,2.4041,-4.959,VALD3,,7.77,-6.06,-7.81,0.111,True,1,
V,II,3813.1086,2.5444,-2.238,VALD3,,8.26,-6.53,-7.87,0.021,True,3,
Ti,I,3813.2696,2.0851,-0.659,VALD3,,8.01,-5.2,-7.46,0.632,True,3,
Co,I,3813.2735,4.191,-0.393,VALD3,,8.13,-4.77,-7.58,0.139,True,3,
Fe,I,3813.3826,4.0758,-2.574,VALD3,,7.97,-4.8,-7.26,0.316,True,1,
Ti,II,3813.3881,0.6072,-1.89,VALD3,,8.38,-6.39,-7.84,0.907,True,3,
V,I,3813.449,0.267,-2.249,VALD3,,7.67,-6.1,-7.79,0.344,True,3,
V,I,3813.4911,0.017,-0.76,VALD3,,8.02,-5.96,-7.624,0.914,True,3,
Ti,I,3813.5178,2.3341,-1.321,VALD3,,8.61,-5.22,-7.61,0.182,True,3,
Fe,I,3813.6345,2.6924,-1.391,VALD3,,7.91,-5.71,-7.813,0.932,False,1,
Ti,I,3813.8729,1.4432,-2.96,VALD3,,8.02,-5.66,-7.7,0.047,True,3,
Co,I,3813.8834,3.5679,-1.203,VALD3,,8.23,-4.82,-7.47,0.103,True,3,
Fe,I,3813.8834,3.6343,-0.799,VALD3,,7.7,-6.13,-7.558,0.883,True,1,
Fe,I,3813.9324,2.4327,-2.243,VALD3,,7.8,-6.08,-7.81,0.896,True,1,
Ti,I,3813.9348,1.4298,-3.027,VALD3,,8.0,-6.04,-7.71,0.042,True,3,
Fe,I,3813.9356,4.0758,-2.432,VALD3,,8.8,-5.03,-7.62,0.38,True,1,
Co,I,3813.9518,3.5679,-0.7,VALD3,,8.14,-4.78,-7.49,0.264,True,3,
Cr,II,3814.0014,6.2819,-1.164,VALD3,,8.42,-6.48,-7.85,0.014,True,3,
Cr,I,3814.0224,3.8446,-1.577,VALD3,,8.08,-5.64,-7.71,0.071,True,3,
Fe,II,3814.1238,4.738,-2.189,VALD3,,8.47,-6.53,-7.892,0.201,False,1,
Cr,I,3814.337,3.8904,-1.926,VALD3,,8.22,-5.79,-7.73,0.03,True,3,
Ti,I,3814.4013,1.9807,-2.676,VALD3,,8.08,-4.6,-7.55,0.024,True,3,
Co,I,3814.4588,1.9557,-1.418,VALD3,,7.93,-6.15,-7.8,0.725,True,3,
Fe,I,3814.523,1.0111,-2.389,VALD3,,6.74,-6.13,-7.652,0.972,True,1,
V,I,3814.5796,2.5775,-0.575,VALD3,,7.91,-5.87,-7.73,0.061,True,3,
Ti,II,3814.58,0.5739,-1.68,VALD3,,8.38,-6.39,-7.84,0.928,True,3,
Cr,I,3814.6233,3.4216,-1.18,VALD3,,7.74,-6.19,-7.76,0.345,True,3,
Fe,I,3814.7787,3.4149,-0.997,VALD3,,7.84,-5.01,-7.56,0.891,True,1,
Fe,I,3814.8426,4.1034,-2.331,VALD3,,8.53,-4.02,-7.34,0.415,True,1,
Fe,I,3814.852,3.8835,-3.095,VALD3,,7.53,-4.6,-7.32,0.188,True,1,
Ti,I,3814.8608,2.0922,-0.555,VALD3,,8.01,-5.2,-7.46,0.668,True,3,
Ti,I,3815.0403,2.1747,-1.731,VALD3,,8.0,-5.36,-7.46,0.115,False,3,
Fe,I,3815.2127,3.8816,-2.555,VALD3,,7.48,-4.64,-7.32,0.425,True,1,
Ni,I,3815.282,3.5421,-3.188,VALD3,,8.25,-3.62,-7.28,0.033,True,2,
Ni,I,3815.2849,3.5421,-2.774,VALD3,,8.25,-3.62,-7.28,0.08,True,2,
Fe,I,3815.3269,3.5465,-1.866,VALD3,,7.87,-4.93,-7.47,0.765,True,1,
V,II,3815.3803,2.9001,-0.4,VALD3,,8.24,-6.44,-7.86,0.345,True,3,
Cr,I,3815.4399,3.8875,-1.256,VALD3,,8.2,-5.72,-7.72,0.125,True,3,
V,I,3815.5152,0.2619,-1.56,VALD3,,7.67,-6.1,-7.748,0.715,True,3,
Cr,I,3815.7738,2.5443,-1.904,VALD3,,7.32,-6.16,-7.81,0.469,True,3,
Fe,I,3815.8364,4.1909,-3.387,VALD3,,8.31,-3.65,-7.18,0.053,True,1,
Fe,I,3815.8396,1.4849,0.237,VALD3,,8.21,-5.91,-7.608,0.978,True,1,
Fe,I,3815.9383,4.1034,-4.084,VALD3,,8.59,-3.62,-7.37,0.014,True,1,
V,I,3815.9425,1.7112,-1.508,VALD3,,8.24,-6.0,-7.69,0.063,True,3,
Fe,I,3815.9818,4.2176,-2.888,VALD3,,8.48,-5.17,-7.31,0.141,True,1,
Cr,I,3816.1709,2.5446,-1.363,VALD3,,7.32,-6.16,-7.81,0.695,True,3,
Cr,I,3816.2104,2.5446,-1.161,VALD3,,7.32,-6.16,-7.81,0.743,True,3,
Ti,I,3816.2343,2.2363,-0.607,VALD3,,7.88,-5.02,-7.43,0.579,True,3,
Co,I,3816.3201,1.9557,-0.72,VALD3,,7.86,-6.17,-7.8,0.849,True,3,
Fe,I,3816.3402,2.1979,-1.196,VALD3,,8.19,-5.79,-7.815,0.963,True,1,
Co,I,3816.4662,1.9557,-0.707,VALD3,,7.94,-6.14,-7.8,0.851,True,3,
Cr,I,3816.4739,4.186,-1.465,VALD3,,8.15,-5.98,-7.74,0.041,True,3,
Ni,I,3816.5611,3.5432,-3.128,VALD3,,7.7,-3.62,-7.28,0.037,True,2,
Ni,I,3816.5717,3.5432,-2.714,VALD3,,7.7,-3.62,-7.28,0.091,True,2,
Cr,I,3816.5847,3.8923,-1.919,VALD3,,8.22,-5.79,-7.73,0.03,True,3,
Mn,I,3816.7413,2.1637,-1.436,VALD3,,7.75,-6.14,-7.674,0.834,True,3,
Cr,I,3816.8311,3.847,-1.688,VALD3,,8.08,-5.64,-7.71,0.055,True,3,
Co,I,3816.8698,2.1367,-1.165,VALD3,,7.99,-6.07,-7.8,0.734,True,3,
Fe,I,3816.9197,3.0385,-1.83,VALD3,,8.18,-5.31,-7.54,0.856,True,1,
Ni,I,3817.2888,3.6988,-1.846,VALD3,,7.77,-4.19,-7.15,0.321,False,2,
Fe,I,3817.4517,3.8835,-2.05,VALD3,,7.54,-4.64,-7.32,0.632,True,1,
Fe,I,3817.4715,3.417,-3.537,VALD3,,8.05,-4.38,-7.51,0.209,True,1,
Ti,I,3817.5453,2.2312,-2.603,VALD3,,7.45,-4.94,-7.43,0.015,True,3,
Fe,I,3817.5721,4.1864,-1.875,VALD3,,7.13,-3.92,-7.18,0.572,True,1,
Fe,I,3817.639,3.332,-0.7,VALD3,,8.07,-3.96,-7.231,0.92,True,1,
Ti,I,3817.6416,2.103,-0.351,VALD3,,8.01,-5.2,-7.46,0.722,True,3,
V,I,3817.8432,0.0686,-1.6,VALD3,,8.14,-5.97,-7.615,0.775,True,3,
Cr,I,3817.845,2.5441,-0.91,VALD3,,7.42,-6.15,-7.81,0.788,True,3,
V,I,3817.9303,2.2638,-0.84,VALD3,,7.91,-4.93,-7.45,0.072,True,3,
Co,I,3817.9407,2.5418,-0.954,VALD3,,8.17,-6.11,-7.76,0.659,True,3,
V,I,3817.9754,1.3763,-0.76,VALD3,,7.87,-6.16,-7.77,0.475,True,3,
V,I,3818.0761,2.5805,-0.984,VALD3,,7.91,-5.82,-7.73,0.025,True,3,
Ni,I,3818.1516,3.48,-3.255,VALD3,,7.99,-4.69,-7.5,0.033,True,2,
Fe,I,3818.153,4.1777,-3.529,VALD3,,8.26,-3.57,-7.12,0.04,True,1,
Ni,I,3818.1537,3.48,-2.841,VALD3,,7.99,-4.69,-7.5,0.08,True,2,
Ti,I,3818.1986,2.2556,-0.29,VALD3,,7.77,-5.08,-7.43,0.69,True,3,
V,I,3818.2414,0.0,-0.53,VALD3,,8.03,-5.96,-7.628,0.934,True,3,
V,I,3818.2657,0.0401,-2.721,VALD3,,8.14,-5.98,-7.75,0.238,True,3,
Fe,I,3818.2672,4.1864,-1.892,VALD3,,7.45,-3.89,-7.19,0.566,True,1,
Fe,I,3818.2755,4.1426,-3.901,VALD3,,6.88,-4.11,-7.1,0.019,True,1,
Fe,I,3818.3316,4.1864,-1.445,VALD3,,7.31,-4.18,-7.32,0.698,True,1,
Y,II,3818.3414,0.1296,-0.98,VALD3,,8.3,-6.23,-7.8,0.835,True,3,
Fe,I,3818.3828,4.2089,-2.274,VALD3,,7.66,-3.59,-7.08,0.389,True,1,
Cr,I,3818.4395,2.5446,-1.918,VALD3,,7.42,-6.15,-7.81,0.461,True,3,
Cr,I,3818.4791,2.5446,-1.211,VALD3,,7.42,-6.15,-7.81,0.732,True,3,
Cr,I,3818.5908,3.1128,-3.121,VALD3,,8.02,-5.5,-7.72,0.013,True,3,
Fe,I,3818.6149,3.4149,-2.883,VALD3,,6.55,-5.69,-7.79,0.513,True,1,
Fe,I,3818.7146,3.3014,-2.945,VALD3,,7.75,-4.76,-7.51,0.542,True,1,
Ti,I,3818.755,2.3447,-1.519,VALD3,,8.61,-5.0,-7.61,0.12,True,3,
Co,I,3818.7922,2.28,-3.139,VALD3,,8.12,-5.99,-7.8,0.031,True,3,
V,I,3819.049,2.2954,-0.501,VALD3,,8.0,-5.43,-7.5,0.136,True,3,
Fe,I,3819.1024,3.6343,-2.804,VALD3,,7.73,-6.15,-7.81,0.435,True,1,
Sc,I,3819.1934,1.9866,-0.265,VALD3,,7.9,-5.1,-7.54,0.093,True,3,
Ca,I,3819.2114,4.443,-2.095,VALD3,,7.76,-2.35,-6.52,0.019,True,2,
Ti,I,3819.2546,1.9685,-2.498,VALD3,,8.1,-4.68,-7.55,0.036,True,3,
Cr,I,3819.3932,4.4464,-0.178,VALD3,,8.26,-5.17,-7.47,0.294,True,3,
Fe,I,3819.4926,3.3965,-1.3,VALD3,,8.05,-4.57,-7.199,0.863,True,1,
Cr,I,3819.5175,3.5505,-1.997,VALD3,,7.84,-6.11,-7.78,0.056,True,3,
Cr,I,3819.5651,2.7079,0.325,VALD3,,8.33,-5.38,-7.68,0.906,True,3,
